Feature,Spearman_rho,p_value
CTriad_g6.g4.g1,0.2142031518189857,0.4822273301598514
CTriad_g3.g5.g2,-0.21126874206158908,0.4883902900578514
CTriad_g1.g2.g4,0.2078128120871781,0.49569483266155645
CTDT_hydrophobicity_PONP930101.Tr1331,0.20442300944063702,0.5029077104533117
CTriad_g3.g5.g1,0.2034304589260196,0.5050286143085978
CTriad_g2.g6.g1,-0.20222304938907823,0.5076140577488204
CTDT_charge.Tr2332,0.20138103442289484,0.5094205880071834
CTriad_g2.g5.g6,-0.20092126037170102,0.5104082406118737
CTriad_g4.g2.g2,-0.19973202104073018,0.5129668439498032
AAC_H,0.1964085695197208,0.5201472872179957
CTriad_g2.g2.g4,0.19639690283404068,0.5201725713673726
CTDT_polarity.Tr1221,-0.19559302868428755,0.5219160396930226
CTDT_hydrophobicity_CASG920101.Tr1331,-0.19532343099765895,0.5225013271325196
CTriad_g6.g3.g3,-0.19455343186651283,0.5241745566220846
CTriad_g1.g1.g2,0.19391251311281474,0.5255690804554847
CTDC_hydrophobicity_ARGP820101.G1,-0.19230769230769232,0.5290679872349875
CTriad_g4.g2.g6,0.18989391915852583,0.5343496225736796
CTriad_g3.g1.g2,0.18181887173468986,0.5521822524943286
CTriad_g1.g2.g3,0.18006161931904224,0.5560956961615402
CTDC_hydrophobicity_PONP930101.G3,0.17981066223636413,0.5566555269518729
CTDC_polarity.G1,0.17981066223636413,0.5566555269518729
CTriad_g6.g6.g2,0.17970788019221384,0.5568848792359911
CTriad_g1.g6.g4,-0.17905057660389118,0.5583525457895437
AAC_F,0.1782902734810009,0.5600521999195633
CTDT_solventaccess.Tr1221,0.1758241758241758,0.5655798619595345
CTDT_hydrophobicity_PRAM900101.Tr1221,-0.1758241758241758,0.5655798619595345
CTriad_g4.g4.g3,0.17471413945365305,0.5680752591134524
CTriad_g5.g6.g1,0.17390849352433527,0.5698891943361415
CTriad_g3.g1.g4,0.17378672078001636,0.5701635747512543
CTriad_g2.g1.g2,0.17320868555372373,0.5714667481008082
CTriad_g1.g3.g5,0.17103594704410247,0.5763759667480297
CTriad_g7.g2.g1,0.17094086468945693,0.5765911898386082
CTDT_solventaccess.Tr1331,-0.17032967032967034,0.5779754288392673
CTDT_polarizability.Tr2332,0.16781308860362248,0.5836890454315045
CTriad_g5.g1.g4,-0.1652153092089708,0.5896104939819793
CTriad_g5.g4.g2,0.16475638389317399,0.5906590381105161
CTriad_g5.g5.g2,-0.1618042590558324,0.5974214671276696
CTriad_g2.g4.g2,0.16015280217801925,0.6012175360365115
CTriad_g6.g4.g6,0.15605297783195404,0.6106814377987124
CTriad_g5.g2.g4,0.15431185222674623,0.6147176132545943
CTriad_g5.g5.g3,-0.1543033499620919,0.6147373473434845
CTriad_g7.g6.g2,-0.1543033499620919,0.6147373473434845
CTriad_g2.g7.g6,0.1543033499620919,0.6147373473434845
CTriad_g7.g6.g1,0.1543033499620919,0.6147373473434845
CTriad_g1.g7.g6,-0.1543033499620919,0.6147373473434845
CTriad_g5.g4.g6,0.15130688316720062,0.6217070499879727
CTriad_g7.g2.g6,-0.14862188364948,0.627977079000804
AAC_C,-0.14661484766965074,0.6326790095660785
CTriad_g4.g3.g2,-0.14620814827963596,0.6336333513519894
CTriad_g4.g3.g3,-0.1445821328042139,0.637454086767872
CTDT_hydrophobicity_ARGP820101.Tr2332,0.13736263736263735,0.6545168402947126
CTriad_g3.g2.g3,0.13409704688030227,0.6622864682068437
CTriad_g1.g1.g1,0.13241492674382127,0.6663008721034529
CTDC_hydrophobicity_CASG920101.G3,-0.1272506225057346,0.6786763927050361
CTriad_g5.g2.g5,0.126722243936299,0.6799468300632876
CTDT_secondarystruct.Tr1331,-0.12637362637362637,0.680785475070949
CTriad_g3.g4.g4,0.1226002955823339,0.6898841681013115
CTDC_hydrophobicity_PRAM900101.G3,0.1212125811564599,0.6932401360648601
CTriad_g2.g3.g5,-0.11938799529332957,0.6976604527951291
CTriad_g4.g6.g3,-0.11889750691958402,0.698850235919886
CTriad_g4.g1.g5,0.11733491602026448,0.7026448431655612
CTriad_g2.g5.g5,0.11688931531963517,0.7037281109065198
CTriad_g4.g3.g6,0.11518195982834702,0.7078834909179098
CTriad_g2.g1.g6,-0.11357732910893434,0.7117956605551508
AAC_S,-0.11279240381554954,0.7137117223981637
CTDC_hydrophobicity_PONP930101.G1,-0.1100413695761459,0.7204393525218341
CTriad_g5.g4.g5,0.10942113157896552,0.7219587209649031
CTriad_g5.g5.g4,0.10817653231935298,0.7250103878418663
AAC_Y,-0.10803697159142535,0.7253528147699456
CTriad_g4.g5.g3,0.10801733203835946,0.7254010062547289
CTriad_g3.g1.g5,0.10631127985856038,0.7295908487746733
CTriad_g1.g6.g1,0.10541412221594093,0.7317969354800724
CTDC_hydrophobicity_PRAM900101.G1,0.10468359281694264,0.7335946916422292
CTDC_solventaccess.G2,0.10468359281694264,0.7335946916422292
CTDT_normwaalsvolume.Tr1331,-0.1043956043956044,0.7343037452877026
CTriad_g2.g6.g2,-0.10366138571589725,0.7361123349684253
AAC_W,0.10249661407391635,0.7389840660075746
AAC_Q,0.09944903161976938,0.7465125229599345
CTDC_charge.G2,0.0934065934065934,0.7615000227827016
CTDT_hydrophobicity_CASG920101.Tr2332,0.09090943586734493,0.7677166575397278
AAC_V,0.09090943586734493,0.7677166575397278
CTriad_g4.g1.g4,0.08978144129556144,0.7705290058594398
CTDT_solventaccess.Tr2332,0.08839913921757278,0.7739789231440317
CTriad_g5.g2.g3,0.0872424278536458,0.7768687591336265
CTriad_g1.g2.g6,0.08695542589945832,0.7775861930612181
CTriad_g3.g6.g2,0.08660434277686187,0.7784640348360747
CTriad_g2.g6.g5,-0.08611642710402362,0.7796844119697459
CTriad_g1.g4.g1,0.08587554152138938,0.780287087823408
AAC_N,0.07977999294270578,0.7955744588596175
CTriad_g6.g4.g2,0.07822327734684298,0.7994896481533103
CTriad_g1.g4.g6,-0.07715167498104596,0.8021872773938725
CTriad_g5.g6.g2,0.07715167498104596,0.8021872773938725
CTriad_g6.g1.g3,-0.07608079164711037,0.8048851145677216
CTDC_secondarystruct.G2,-0.07427792446389848,0.8094314943075036
CTriad_g1.g5.g5,-0.07235230892520174,0.8142935003844702
CTDC_charge.G3,-0.07152689022449482,0.8163794952824595
CTDC_hydrophobicity_PONP930101.G2,0.07142857142857142,0.816628040676086
CTriad_g4.g5.g1,0.07060987881136029,0.8186982691413097
CTriad_g4.g5.g6,-0.06988565578146122,0.8205305152541733
CTriad_g5.g6.g4,-0.06988565578146122,0.8205305152541733
CTriad_g3.g2.g4,-0.06967095279854879,0.8210738640841655
AAC_A,0.06877585598509119,0.8233398751292709
CTriad_g5.g3.g1,-0.06822147286633229,0.8247439752690713
CTriad_g1.g4.g5,0.06697375345723366,0.8279058567837474
CTriad_g2.g5.g2,-0.06687984764226601,0.8281439234295405
CTriad_g1.g1.g3,0.06657734034691005,0.8289109208645162
CTriad_g6.g2.g6,-0.0664842902101079,0.8291468745828197
CTriad_g2.g4.g1,-0.06620746337191064,0.8298489216506783
CTDC_charge.G1,-0.06344881906474768,0.836851263546061
CTriad_g1.g3.g2,-0.06111488375124257,0.842784229582942
CTDT_hydrophobicity_PONP930101.Tr2332,0.06043956043956044,0.8445023706449684
CTDC_polarizability.G2,-0.06043956043956044,0.8445023706449684
CTriad_g5.g3.g5,-0.05698028822981897,0.853313152654871
CTriad_g3.g2.g2,-0.05571571046281278,0.8565380046057841
CTDT_hydrophobicity_FASG890101.Tr1221,-0.054945054945054944,0.8585042942308735
CTDC_hydrophobicity_PRAM900101.G2,-0.049518616309265656,0.8723702787624736
CTriad_g3.g4.g2,-0.04575090108716775,0.8820178010051933
CTriad_g6.g4.g3,0.04367853486341326,0.8873307292708181
CTriad_g3.g1.g1,0.041552681381317444,0.89278528875671
AAC_M,-0.0385676394588736,0.9004516571386371
CTriad_g2.g4.g5,-0.03715547091237,0.9040812860125975
CTriad_g6.g1.g2,-0.03607395526829113,0.9068622179315013
CTriad_g3.g3.g5,0.03137958578492143,0.9189439428374306
CTriad_g2.g5.g4,0.028985141966486102,0.925112762988111
CTriad_g4.g1.g6,0.02846750850509289,0.9264468632202567
CTriad_g3.g5.g5,-0.027936884766729637,0.9278146271611911
CTriad_g2.g3.g3,0.02774055847787919,0.9283207347058475
CTDT_hydrophobicity_FASG890101.Tr2332,0.027472527472527472,0.929011729160351
CTriad_g1.g5.g3,-0.026954520605858227,0.9303473006812641
CTriad_g2.g4.g4,-0.02684382395496794,0.930632730554318
CTriad_g6.g5.g3,-0.026207120918047958,0.9322746084116482
CTDT_hydrophobicity_ENGD860101.Tr1221,0.024759308154632828,0.9360090189501213
CTriad_g1.g6.g5,-0.023477073177167303,0.9393173560493611
CTDC_hydrophobicity_ENGD860101.G1,-0.02200827391522918,0.9431081531400504
CTDC_solventaccess.G1,-0.019364225163916133,0.9499348620668562
CTDC_hydrophobicity_FASG890101.G1,0.01925723967582553,0.9502111586390531
CTDC_hydrophobicity_ZIMJ680101.G1,-0.016597907283356687,0.9570806217537797
CTriad_g2.g5.g1,-0.011190661037743199,0.9710563230302418
CTriad_g2.g2.g1,-0.011096223391151676,0.9713004872360769
CTriad_g4.g2.g3,0.00561134008097259,0.9854847133305005
CTDC_hydrophobicity_ENGD860101.G3,0.005509662779839086,0.9857477056831194
CTriad_g1.g5.g2,-0.005509662779839086,0.9857477056831194
CTriad_g4.g5.g5,-0.0031435973226239464,0.9918679505403045
CTriad_g6.g2.g4,0.0028467508505092888,0.992635831473335
CTDC_hydrophobicity_ENGD860101.G2,0.0027510342394036474,0.9928834319869779
CTriad_g6.g5.g1,0.0,1.0
CTriad_g7.g2.g5,0.0,1.0
CTriad_g1.g6.g2,0.0,1.0
CTriad_g6.g1.g7,0.0,1.0
CTriad_g1.g1.g7,,
CTriad_g1.g2.g7,,
CTriad_g1.g3.g7,,
CTriad_g1.g4.g7,,
CTriad_g1.g6.g7,,
CTriad_g1.g7.g1,,
CTriad_g1.g7.g3,,
CTriad_g1.g7.g4,,
CTriad_g1.g7.g5,,
CTriad_g1.g7.g7,,
CTriad_g2.g4.g7,,
CTriad_g2.g7.g3,,
CTriad_g2.g7.g4,,
CTriad_g2.g7.g7,,
CTriad_g3.g3.g7,,
CTriad_g3.g4.g7,,
CTriad_g3.g5.g6,,
CTriad_g3.g5.g7,,
CTriad_g3.g6.g5,,
CTriad_g3.g6.g6,,
CTriad_g3.g6.g7,,
CTriad_g3.g7.g2,,
CTriad_g3.g7.g3,,
CTriad_g3.g7.g4,,
CTriad_g3.g7.g5,,
CTriad_g3.g7.g6,,
CTriad_g3.g7.g7,,
CTriad_g4.g1.g7,,
CTriad_g4.g2.g7,,
CTriad_g4.g3.g7,,
CTriad_g4.g4.g4,,
CTriad_g4.g4.g5,,
CTriad_g4.g4.g7,,
CTriad_g4.g5.g7,,
CTriad_g4.g6.g4,,
CTriad_g4.g6.g5,,
CTriad_g4.g6.g6,,
CTriad_g4.g6.g7,,
CTriad_g4.g7.g1,,
CTriad_g4.g7.g2,,
CTriad_g4.g7.g3,,
CTriad_g4.g7.g4,,
CTriad_g4.g7.g5,,
CTriad_g4.g7.g6,,
CTriad_g4.g7.g7,,
CTriad_g5.g1.g7,,
CTriad_g5.g2.g7,,
CTriad_g5.g3.g7,,
CTriad_g5.g4.g7,,
CTriad_g5.g5.g7,,
CTriad_g5.g6.g5,,
CTriad_g5.g6.g7,,
CTriad_g5.g7.g1,,
CTriad_g5.g7.g2,,
CTriad_g5.g7.g5,,
CTriad_g5.g7.g6,,
CTriad_g5.g7.g7,,
CTriad_g6.g3.g7,,
CTriad_g6.g4.g4,,
CTriad_g6.g4.g7,,
CTriad_g6.g5.g4,,
CTriad_g6.g5.g7,,
CTriad_g6.g6.g3,,
CTriad_g6.g6.g4,,
CTriad_g6.g6.g6,,
CTriad_g6.g7.g1,,
CTriad_g6.g7.g3,,
CTriad_g6.g7.g4,,
CTriad_g6.g7.g6,,
CTriad_g6.g7.g7,,
CTriad_g7.g1.g1,,
CTriad_g7.g1.g2,,
CTriad_g7.g1.g3,,
CTriad_g7.g1.g5,,
CTriad_g7.g1.g6,,
CTriad_g7.g1.g7,,
CTriad_g7.g2.g2,,
CTriad_g7.g2.g3,,
CTriad_g7.g2.g7,,
CTriad_g7.g3.g2,,
CTriad_g7.g3.g3,,
CTriad_g7.g3.g4,,
CTriad_g7.g3.g5,,
CTriad_g7.g3.g6,,
CTriad_g7.g3.g7,,
CTriad_g7.g4.g1,,
CTriad_g7.g4.g2,,
CTriad_g7.g4.g3,,
CTriad_g7.g4.g4,,
CTriad_g7.g4.g5,,
CTriad_g7.g4.g7,,
CTriad_g7.g5.g3,,
CTriad_g7.g5.g4,,
CTriad_g7.g5.g5,,
CTriad_g7.g5.g6,,
CTriad_g7.g5.g7,,
CTriad_g7.g6.g3,,
CTriad_g7.g6.g4,,
CTriad_g7.g6.g5,,
CTriad_g7.g6.g6,,
CTriad_g7.g6.g7,,
CTriad_g7.g7.g1,,
CTriad_g7.g7.g2,,
CTriad_g7.g7.g3,,
CTriad_g7.g7.g4,,
CTriad_g7.g7.g5,,
CTriad_g7.g7.g6,,
CTriad_g7.g7.g7,,
